Date,Step,Close_pred,Change_pred,Return_pred,Open_pred,High_pred,Low_pred,Volume_pred,TradingValue_pred,MarketCap_pred,SharesOutstanding_pred,MA_20_pred,Volatility_20_pred,Close_MA20_Ratio_pred,Close_actual
2025-05-20,10,55586.699821600574,10.08637807287339,0.04306805773539345,55583.37360163279,56324.90573395853,55039.73727776531,17643491.642367728,986406093699.7933,329183451985421.7,5919533403.47216,55389.201570821984,0.023863457439488422,1.0032029667153324,55700
2025-05-21,11,55595.54165623677,8.947257700238548,0.04132378920199635,55593.283178365746,56335.371276827376,55047.80020764543,17666311.90655624,987979362840.1565,329235301047893.0,5919526032.901358,55394.07200212108,0.023955671616781124,1.003269990321462,54700
2025-05-22,12,55603.32775260909,7.8889710808221345,0.03971419988217291,55602.03517452677,56344.62536900698,55054.85897489536,17685191.434843317,989289187010.4235,329280844078246.1,5919518678.887632,55398.98245587623,0.024044339584010137,1.0033183822137004,54200
2025-05-23,13,55610.13057271103,6.905250625768684,0.03823045237534116,55609.71762306587,56352.78394600465,55060.97324744458,17701691.995397747,990434192135.9586,329320522763610.5,5919511295.940901,55403.85715225338,0.02412952281375587,1.0033507232062133,54700
2025-05-26,14,55616.01740139954,5.990017328187374,0.03686275240020892,55616.40979552131,56359.94177053353,55066.20244683115,17716757.92224221,991474321075.5233,329354743074998.0,5919503847.331198,55408.63247018942,0.024211323320690703,1.0033692907668725,53900
2025-05-27,15,55621.05034565989,5.137548179576168,0.035601218353495764,55622.183251242735,56366.17839922897,55070.6038538891,17730950.442778293,992445508082.8881,329383877297159.4,5919496303.45243,55413.25509486305,0.0242898643114083,1.0033760879753575,55900
2025-05-28,16,55625.28654828127,4.342553911973479,0.03443636382141743,55627.102752209226,56371.56214901471,55074.23164084941,17744594.61625265,993368875060.492,329408266540086.75,5919488640.5360565,55417.680521985785,0.02436527839321863,1.0033728722533672,56100
2025-05-29,17,55628.77851010927,3.600202604254708,0.03335934330505609,55631.22706047211,56376.15277739335,55077.13645873741,17757871.26931167,994256483355.02,329428223405195.8,5919480839.625208,55421.87182575068,0.02443770050638623,1.0033611826102573,56200
2025-05-30,18,55631.574457362876,2.9061119556672814,0.03236205588665811,55634.60963321119,56380.00332956374,55079.36534986653,17770874.33416099,995114920578.3357,329444034616312.5,5919472885.7461605,55425.79862723017,0.024507263795048417,1.0033423647823545,56200
2025-06-02,19,55633.718716937365,2.256324546014742,0.03143716600355838,55637.2992286393,56383.16144063489,55080.96184358619,17783646.44692492,995947527764.87,329455963511766.3,5919464767.232118,55429.436219328476,0.024574097295162946,1.0033175940256653,57800
2025-06-04,20,55635.25207896439,1.6472748862471427,0.030578077914091947,55639.3404344093,56385.67027723502,55081.966148719635,17796200.906431485,996755773789.3135,329464252346945.25,5919456475.166548,55432.764817020034,0.024638324736029386,1.0032878955436135,59100
2025-06-05,21,55636.212135890004,1.0757535356148402,0.029778886189649714,55640.77412874294,56387.56923698414,55082.4153906023,17808535.094394755,997540096075.9222,329469124388526.0,5919448002.921848,55435.768909989485,0.024700064015446447,1.003254162654234,59800
2025-06-09,22,55636.6335933294,0.5388713373175484,0.02903431563095282,55641.63788320441,56388.89448250185,55082.343862037524,17820638.566970237,998300408271.3833,329470785800079.3,5919439345.775016,55438.436700458115,0.024759427074441127,1.0032171728633805,59200
2025-06-10,23,55636.54855147177,0.034025442745569734,0.02833965844291293,55641.9663148841,56389.679359999376,55081.783270695654,17832497.835524295,999036400985.2894,329469427328918.25,5919430500.586227,55440.75961289657,0.024816520001769288,1.00317760203627,59900
2025-06-11,24,55635.986757786675,-0.44113205012093104,0.027690713068291208,55641.7913947309,56389.95473548074,55080.76297355851,17844099.1031211,999747714729.3271,329465225809138.7,5919421465.529278,55442.73186509096,0.02487144326379933,1.0031360368642388,59500
