Date,Step,Close_pred,Change_pred,Return_pred,Open_pred,High_pred,Low_pred,Volume_pred,TradingValue_pred,MarketCap_pred,SharesOutstanding_pred,MA_20_pred,Volatility_20_pred,Close_MA20_Ratio_pred,Close_actual
2025-05-02,0,55469.80749488124,-8.327532490338882,-0.04853946025170375,55416.37880539082,56087.60273410974,54986.038861783156,14296035.052734459,782123164867.0233,328486606459115.25,5919594235.236595,55360.17436835094,0.022857594132723095,1.0014378799809849,54600
2025-05-07,1,55460.28025347271,-10.189706780262753,-0.0019668476968281445,55445.767080234786,56122.47649788396,54962.034641657796,15296672.033074114,835328563092.0701,328422632315550.2,5919555945.623776,55353.79194315283,0.022834673671368308,1.0013265702902245,54600
2025-05-08,2,55460.34177121027,-3.423736125541552,0.016951062779554993,55456.09044749656,56137.73966014188,54952.07628082404,15925150.061906625,872717564638.3677,328399945984694.25,5919533577.425436,55348.08456168962,0.02287608634294325,1.0014499006653852,54800
2025-05-09,3,55459.433512283664,-0.1612679422672727,0.023415092754057232,55456.58277321025,56145.789781358435,54947.665600290464,16280241.527910054,894411801735.658,328397543164520.25,5919524868.965566,55341.49343324887,0.02293954158099651,1.0015786309749832,57600
2025-05-12,4,55459.901370459294,0.9846277530184011,0.025363262210080728,55459.44322232256,56151.80833258209,54947.290343768036,16456869.561284563,905000921086.4548,328402713062443.0,5919528288.083775,55334.44386828524,0.02301180505352164,1.001726369903266,56900
2025-05-13,5,55460.72049739634,0.9101330076911438,0.02512207800266192,55462.3400035572,56155.23574041415,54948.11476558646,16530066.65941453,909127676435.4628,328407910605457.94,5919539285.262355,55327.09792195762,0.023086923836268935,1.001875258252271,57400
2025-05-14,6,55460.95588145722,0.13818702623140666,0.02371397650885476,55464.43443937417,56156.451366304056,54948.75936385471,16546872.58919293,909760911553.062,328408831389806.2,5919555449.831184,55319.52696365166,0.023161217280035985,1.0020115876880746,57300
2025-05-15,7,55460.18810770129,-0.9425101897616628,0.021800348957649318,55465.349166672975,56155.80798327423,54948.60947791433,16533863.316450894,908562617255.8064,328403541480207.8,5919575257.635151,55311.75905003809,0.023232680644808098,1.0021298407796728,56800
2025-05-16,8,55458.28169733899,-2.1021048144945382,0.019772268616567223,55464.937958713956,56153.576358345366,54947.40094976759,16506035.622858295,906460707544.8704,328391507712689.75,5919597681.396235,55303.79638151374,0.023300353241156948,1.002228997763375,55800
2025-05-19,9,55455.24607039391,-3.2255518971634842,0.017825663677438985,55463.22189706651,56149.99260011304,54945.074620522755,16471784.10976652,903970799708.4968,328372903017072.0,5919622026.564883,55295.630723366194,0.023363858935787563,1.0023102470203902,55900
