Date,Step,종가_pred,대비_pred,등락률_pred,시가_pred,고가_pred,저가_pred,거래량_pred,거래대금_pred,시가총액_pred,상장주식수_pred,종가_actual
2025-05-02,0,55596.37287589232,96.37287589231259,0.15669944377745929,55449.980388046955,56103.177526413936,55050.116278175985,13876405.34328352,758910310029.9542,329093761629903.0,5919717846.885629,54600.0
2025-05-07,1,55623.8855474438,27.512671551490758,0.06491913995720369,55583.584987188326,56226.88881325245,55083.57494056822,15075004.576209595,832623476520.7594,329248336963973.2,5919722314.649288,54600.0
2025-05-08,2,55656.005063461576,32.119516017780185,0.07498328486616004,55622.057025461894,56291.88893265075,55104.074139096294,15909941.5319084,884140181410.3992,329436966565037.8,5919715781.040617,54800.0
2025-05-09,3,55692.651940570904,36.64687710933474,0.08422989329762434,55660.311847128534,56345.691144939934,55132.49503102926,16482849.004340231,919531358340.9149,329653496775399.9,5919708117.6268,57600.0
2025-05-12,4,55731.51399148936,38.86205091845015,0.08914765113722181,55700.645140704,56395.65180823208,55166.56282418164,16869666.28125097,943501869796.419,329883713172271.75,5919701030.436622,56900.0
2025-05-13,5,55771.68576766724,40.17177617788245,0.092192352929278,55741.911184776196,56443.292430819434,55203.668538658465,17131683.723161288,959868076814.5973,330122196904139.5,5919694611.421689,57400.0
2025-05-14,6,55812.68175010696,40.99598243972302,0.09418043476670648,55783.76054330316,56489.4097215199,55242.6115130596,17310065.440341707,971184965751.3362,330365937634416.4,5919688845.446899,57300.0
2025-05-15,7,55854.17178048125,41.490030374296154,0.09545046558885986,55825.961060637215,56534.464434836096,55282.701170552,17432062.373718634,979127641448.997,330612870873829.75,5919683694.531257,56800.0
2025-05-16,8,55895.91786898163,41.74608850038389,0.09621037077423714,55868.32939580912,56578.729501180285,55323.48020386377,17515866.156155568,984802182670.4229,330861510030725.9,5919679118.970341,55800.0
2025-05-19,9,55937.747700037435,41.82983105580017,0.09660621414647699,55910.72549856594,56622.37067134286,55364.634139460984,17573697.91888914,988943979072.3387,331110780386273.8,5919675084.4905815,55900.0
2025-05-20,10,55979.53743879102,41.78973875358706,0.09674333542883931,55953.045118990674,56665.490342927835,55405.944962169655,17613808.021136984,992044821874.5829,331359910422945.06,5919671563.150023,55700.0
2025-05-21,11,56021.19895344572,41.66151465469606,0.09669771468818214,55995.21215228384,56708.15276855905,55447.26150584984,17641789.50024692,994435309147.5775,331608351399813.4,5919668532.566476,54700.0
2025-05-22,12,56062.67016093555,41.471207489837454,0.09652387072620575,56037.17196767663,56750.399002518796,55488.479232414706,17661447.786320224,996338715027.2739,331855716824062.5,5919665974.838914,54200.0
2025-05-23,13,56103.90781082888,41.23764989333317,0.09626070719327787,56078.885973838376,56792.25587904876,55529.52616041234,17675380.2745606,997906455843.5139,332101737344173.75,5919663875.534261,54700.0
2025-05-26,14,56144.88216478481,40.97435395593395,0.09593585173327049,56120.32737316219,56833.7414483827,55570.35303051451,17685364.709660083,999241593415.5183,332346227566706.44,5919662222.839348,53900.0
2025-05-27,15,56185.57311899829,40.69095421348304,0.09556884546194191,56161.47793754341,56874.86829044528,55610.926429866224,17692620.74561661,1000414504383.092,332589061914028.6,5919661006.889591,55900.0
2025-05-28,16,56225.967404255796,40.39428525750718,0.09517346331978774,56202.32560829702,56915.64554852137,55651.22398805065,17697986.872625936,1001473383865.0306,332830157214378.4,5919660219.255038,56100.0
2025-05-29,17,56266.05657874738,40.089174491585865,0.09475938756339089,56242.86273540878,56956.08018620458,55691.2310230476,17702040.56201098,1002451321024.1406,333069460234103.8,5919659852.555603,56200.0
2025-05-30,18,56305.83559741544,39.77901866806717,0.09433340637649026,56283.08479987581,56996.17777007472,55730.93820117936,17705180.131015938,1003371086247.2144,333306938798329.94,5919659900.177567,56800.0
2025-06-02,19,56345.3017968984,39.466199482957606,0.09390026762701811,56322.98949435265,57035.94296084912,55770.33990548839,17707680.68992045,1004248382578.7693,333542575495108.0,5919660356.067123,57800.0
2025-06-04,20,56384.45417799498,39.15238109657598,0.09346328431037934,56362.57606595192,57075.37982406612,55809.433098664485,17709732.475129947,1005094061566.7799,333776363227249.44,5919661214.581356,59100.0
2025-06-05,21,56423.29289996518,38.8387219701945,0.09302476238001292,56401.84484888805,57114.492028215325,55848.21653097403,17711467.171895344,1005915637812.0176,334008302078698.8,5919662470.381378,59800.0
2025-06-09,22,56461.81892500613,38.526025040956185,0.09258630220037581,56440.796933515405,57153.28297212619,55886.690188727516,17712976.024022564,1006718326817.9688,334238397112231.6,5919664118.356099,59200.0
2025-06-10,23,56500.03376881979,38.2148438136599,0.09214901045812865,56479.433932753614,57191.75586754072,55924.854910370865,17714322.31333403,1007505757743.946,334466656824757.3,5919666153.568044,59900.0
2025-06-11,24,56537.93932591718,37.905557097388666,0.09171364884225622,56517.757817709025,57229.913793067244,55962.712119342475,17715549.971178733,1008280463817.2255,334693092065686.8,5919668571.214938,59500.0
2025-06-12,25,56575.53774745033,37.59842153315189,0.09128073819706387,56555.77080226795,57267.7597297132,56000.26363824068,17716689.527808696,1009044220305.8036,334917715280650.44,5919671366.602521,58300.0
2025-06-13,26,56612.83135589307,37.293608442732236,0.0908506313884482,56593.47526223917,57305.29658446908,56037.51155959661,17717762.226665143,1009798277755.2012,335140539983389.4,5919674535.125304,57200.0
2025-06-16,27,56649.82258553103,36.99122963797042,0.09042356422650924,56630.87367880766,57342.527206083745,56074.45815604433,17718782.87199767,1010543523133.9081,335361580387429.25,5919678072.252954,58100.0
2025-06-17,28,56686.513941006386,36.6913554753567,0.08999969102197294,56667.968599059204,57379.45439570067,56111.10581790558,17719761.801182494,1011280591280.3047,335580851149504.06,5919681973.520619,59800.0
2025-06-18,29,56722.907968478255,36.394027471870615,0.08957910939400918,56704.762608471385,57416.080914089405,56147.457009848265,17720706.251605913,1012009942043.0518,335798367191056.9,5919686234.522056,59200.0
2025-06-19,30,56759.00723559106,36.09926711280495,0.08916187756836028,56741.25831178019,57452.40948660759,56183.514240812954,17721621.30843793,1012731913713.4332,336014143574243.1,5919690850.904684,59500.0
2025-06-20,31,56794.81431758753,35.80708199646942,0.08874802643283866,56777.45831970248,57488.44280664156,56219.280043168095,17722510.562081423,1013446760058.3936,336228195415953.06,5919695818.366029,58000.0
2025-06-23,32,56830.33178770557,35.51747011803222,0.08833756793489059,56813.36523974815,57524.18353802175,56254.75695828325,17723376.564392958,1014154676000.7528,336440537828337.44,5919701132.651106,60500.0
2025-06-24,33,56865.56221055997,35.23042285440481,0.08793050092911284,56848.98166988612,57559.634316744174,56289.94752656525,17724221.145361844,1014855815434.8488,336651185877799.75,5919706789.550489,61300.0
2025-06-25,34,56900.50813760309,34.945927043116214,0.0875268152476715,56884.31019420014,57594.79775221976,56324.854280597334,17725045.632985022,1015550303590.9852,336860154556848.4,5919712784.89884,60200.0
2025-06-26,35,56935.17210403246,34.66396642937882,0.08712649453261137,56919.353379931286,57629.67642820169,56359.47974043546,17725851.005962577,1016238245619.6235,337067458764900.25,5919719114.573764,60800.0
2025-06-27,36,56969.55662670541,34.3845226729499,0.08672951820620836,56954.11377548591,57664.272903491736,56393.826410404,17726637.999759864,1016919732553.043,337273113295312.75,5919725774.494903,59800.0
2025-06-30,37,57003.66420275361,34.10757604819666,0.08633586284081599,56988.59390911548,57698.589712494766,56427.896776933325,17727407.180290435,1017594845447.0044,337477132826747.2,5919732760.623185,60200.0
2025-07-01,38,57037.49730868453,33.83310593092203,0.08594550311153829,57022.79628806368,57732.62936566821,56461.69330712123,17728158.99511251,1018263658258.9996,337679531917542.4,5919740068.960191,60800.0
2025-07-02,39,57071.05839982073,33.56109113620316,0.08555841245770326,57056.72339803811,57766.39434989873,56495.21844779713,17728893.809006397,1018926239849.2424,337880325002179.4,5919747695.547594,63800.0
2025-07-03,40,57104.349909973695,33.29151015296479,0.0851745635423187,57090.377702907426,57799.88712882798,56528.474624935,17729611.928701848,1019582655372.4292,338079526389197.4,5919755636.466664,63300.0
2025-07-04,41,57137.37425128024,33.024341306547214,0.08479392857090687,57123.76164455447,57833.11014314279,56561.46424330844,17730313.620066542,1020232967246.2745,338277150260115.56,5919763887.837811,61700.0
2025-07-07,42,57170.133814151406,32.75956287116644,0.08441647951239276,57156.87764283759,57866.06581084005,56594.18968631325,17730999.12005678,1020877235826.0665,338473210669050.94,5919772445.820152,61400.0
2025-07-08,43,57202.63096729896,32.49715314755694,0.08404218825197032,57189.72809562666,57898.75652747355,56626.65331590612,17731668.645028118,1021515519874.9387,338667721542817.1,5919781306.611107,60400.0
2025-07-09,44,57234.868057815285,32.237090516329474,0.0836710266965878,57222.31537889014,57931.18466638766,56658.85747262325,17732322.39651625,1022147876892.1726,338860696681353.75,5919790466.446005,61000.0
2025-07-10,45,57266.84741128986,31.979353474573873,0.08330296684763053,57254.64184681744,57963.35257894139,56690.80447565406,17732960.565259986,1022774363342.8525,339052149758382.8,5919799921.597708,62600.0
2025-07-11,46,57298.571331950574,31.723920660709997,0.08293798085065976,57286.70983196498,57995.26259472524,56722.49662295269,17733583.334002115,1023395034818.9373,339242094322219.25,5919809668.376237,62500.0
2025-07-14,47,57330.04210282183,31.470770871262335,0.08257604102941143,57318.52164541833,58026.91702177232,56753.936191375076,17734190.87944098,1024009946152.6595,339430543796685.7,5919819703.128412,63700.0
2025-07-15,48,57361.26198589363,31.219883071799405,0.08221711990837746,57350.079576964934,58058.318146765116,56785.12543683342,17734783.37359164,1024619151496.7805,339617511482095.8,5919830022.237495,64700.0
2025-07-16,49,57392.23322229783,30.97123640419493,0.08186119022817209,57381.385895273495,58089.468235238484,56816.06659446199,17735360.984736644,1025222704381.789,339803010556282.94,5919840622.122841,66700.0
2025-07-17,50,57422.95803248878,30.724810190945323,0.08150822495516166,57412.44284807763,58120.36953177965,56846.761878790436,17735923.878091346,1025820657757.0648,339987054075656.1,5919851499.239547,67100.0
2025-07-18,51,57453.43861642662,30.48058393784054,0.0811581972878557,57443.252662361825,58151.024260225415,56877.21348392169,17736472.216271006,1026413064020.8828,340169654976272.8,5919862650.078115,67800.0
2025-07-21,52,57483.67715376164,30.238537335014872,0.08081108066015588,57473.81754454852,58181.43462385703,56907.42358371256,17737006.159619734,1026999975042.6417,340350826074919.2,5919874071.164113,66000.0
2025-07-22,53,57513.67580401899,29.998650257347595,0.08046684874329893,57504.13968068533,58211.6028055928,56937.394331955635,17737525.866443675,1027581442179.6873,340530580070193.2,5919885759.057837,66400.0
2025-07-23,54,57543.43670678315,29.760902764161916,0.08012547544637852,57534.22123663194,58241.53096817857,56967.12786256156,17738031.49317751,1028157516290.358,340708929543586.44,5919897710.353982,66000.0
2025-07-24,55,57572.96198188162,29.525275098475436,0.07978693491610336,57564.06435824618,58271.221254376316,56996.626289741136,17738523.19450424,1028728247744.3785,340885886960561.8,5919909921.681316,65900.0
2025-07-25,56,57602.25372956756,29.29174768593946,0.07945120153582344,57593.67117156902,58300.67578715078,57025.89170818666,17739001.123442963,1029293686431.4292,341061464671625.2,5919922389.702355,70400.0
2025-07-28,57,57631.314030701156,29.060301133600024,0.07911824992421426,57623.04378300834,58329.89666985431,57054.92619325231,17739465.431414045,1029853881768.4071,341235674913390.3,5919935111.113039,70600.0
2025-07-29,58,57660.144946929795,28.830916228641787,0.07878805493396004,57652.18427952117,58358.885986409834,57083.7318011333,17739916.268288486,1030408882705.7708,341408529809635.7,5919948082.642416,72600.0
2025-07-30,59,57688.74852086658,28.603573936786734,0.07846059164972455,57681.09472879465,58387.64580149221,57112.310569043766,17740353.782426484,1030958737733.2435,341580041372352.8,5919961301.052326,71400.0
2025-07-31,60,57717.12677626743,28.378255400855597,0.07813583538645633,57709.77717942523,58416.17816070768,57140.66451539317,17740778.12070839,1031503494885.0608,341750221502786.0,5919974763.13709,68900.0
2025-08-01,61,57745.28171820671,28.154941939274455,0.07781376168752788,57738.2336610965,58444.48509077178,57168.79563996121,17741189.42856013,1032043201744.8721,341919081992462.75,5919988465.723199,69700.0
2025-08-04,62,57773.21533325108,27.93361504437387,0.077494346322489,57766.46618475532,58472.56859968545,57196.70592407128,17741587.849975098,1032577905450.4128,342086634524215.25,5920002405.669009,69900.0
