Date,Step,종가_pred,대비_pred,등락률_pred,시가_pred,고가_pred,저가_pred,거래량_pred,거래대금_pred,시가총액_pred,상장주식수_pred,종가_actual
2025-05-02,0,55651.62477712959,151.6247771295919,0.23313057347344937,55463.638737935275,56145.40069474519,55067.46072833459,13854523.36389388,759678008350.5979,329423586668274.8,5919771295.865188,54600.0
2025-05-07,1,55679.52378832066,27.899011191075193,0.06505682985746489,55636.33386740855,56274.0511395435,55142.106635427546,14948998.90647344,825851885573.0796,329588585475980.44,5919775368.478956,54600.0
2025-05-08,2,55711.36105675228,31.83726843161394,0.07415538672670566,55675.0957922097,56338.17356160864,55164.43044587044,15774200.061883029,876285332235.4236,329774325353030.3,5919770890.475312,54800.0
2025-05-09,3,55747.92052292978,36.55946617750469,0.08387891115166082,55713.137643928814,56392.13960168431,55192.86488850742,16350881.035822537,911611821718.3018,329989329858928.94,5919764731.956246,57600.0
2025-05-12,4,55786.84344317198,38.922920242194024,0.08912407335682562,55753.707053414975,56442.9922729136,55226.60598756815,16749842.429108532,936212319150.7399,330219302509659.5,5919759093.808394,56900.0
2025-05-13,5,55827.20608669396,40.36264352198275,0.09244805442920026,55795.36268578835,56491.73630322401,55263.41048593168,17026938.808584414,953494419698.3894,330458526450752.6,5919754078.2970705,57400.0
2025-05-14,6,55868.475539246545,41.26945255259072,0.09463206372963665,55837.66839631895,56538.96003913355,55302.164958835856,17220290.398846265,965774479566.5273,330703636823485.9,5919749689.214909,57300.0
2025-05-15,7,55910.28432790015,41.80878865360437,0.09602733905927555,55880.34824050955,56585.05001407889,55342.17076531824,17355783.51992532,974614314176.7185,330952304098691.75,5919745913.876317,56800.0
2025-05-16,8,55952.37292615493,42.088598254774,0.09686560740022002,55923.196400640416,56630.26009907066,55382.946893828965,17451156.677192703,981076427205.9261,331202885077226.8,5919742732.185907,55800.0
2025-05-19,9,55994.558242209096,42.185316054168126,0.09731091616383383,55966.064442070594,56674.760269876075,55424.15909576033,17518635.860236216,985888743666.558,331454221788251.75,5919740123.614155,55900.0
2025-05-20,10,56036.71165581036,42.153413601260056,0.09747988718507719,56008.8468398919,56718.6658363039,55465.5751056174,17566679.82637759,989552466245.9059,331705501171176.56,5919738069.573168,55700.0
2025-05-21,11,56078.743239824114,42.03158401375235,0.09745518191602023,56051.469210700285,56762.05591956635,55507.03362236008,17601157.902039442,992414032591.6042,331956154773211.0,5919736553.952904,54700.0
2025-05-22,12,56120.590463133485,41.84722330936317,0.09729523471864568,56093.879569330275,56804.98544179912,55548.42277842474,17626152.058094684,994713651264.0154,332205787143748.25,5919735562.991859,54200.0
2025-05-23,13,56162.21014570433,41.619682570845086,0.09704127375423602,56136.04194251241,56847.49299933333,55589.665183873,17644506.41677088,996618293019.392,332454124933803.94,5919735084.918235,54700.0
2025-05-26,14,56203.57275106617,41.3626053618289,0.09672234453998621,56177.93174963136,56889.60608877685,55630.70752075043,17658205.520093445,998244255239.3925,332700980831146.2,5919735109.550902,53900.0
2025-05-27,15,56244.658347779434,41.08559671326627,0.09635888545689367,56219.53248620429,56931.344610205866,55671.51329139691,17668635.729801666,999672673485.6345,332946228066644.44,5919735627.938636,55900.0
2025-05-28,16,56285.453757515264,40.79540973582884,0.0959652637838663,56260.833355751674,56972.72323545098,55712.057757787916,17676766.42957133,1000960228842.3862,333189782424885.6,5919736632.062692,56100.0
2025-05-29,17,56325.95054417013,40.49678665486833,0.09555156988959071,56301.82758585566,57013.75302061531,55752.32440604581,17683275.94759847,1002146563686.4292,333431589567299.1,5919738114.603841,56200.0
2025-05-30,18,56366.14359767496,40.19305350483505,0.0951248841302276,56342.511234507605,57054.44251052837,55792.302474353164,17688639.237377077,1003259431489.3528,333671616108335.94,5919740068.765561,56800.0
2025-06-02,19,56406.03013754943,39.88653987446109,0.09469017008423922,56382.88234604108,57094.79849890161,55831.985223265416,17693189.026356403,1004318280657.4977,333909843338763.5,5919742488.142618,57800.0
2025-06-04,20,56445.6090123055,39.5788747560636,0.09425090360831381,56422.9403553838,57134.82655359194,55871.36872484586,17697158.513965793,1005336752801.1136,334146262813719.56,5919745366.62477,59100.0
2025-06-05,21,56484.880207148984,39.271194843484565,0.09380951545059438,56462.68566818974,57174.53138072305,55910.45101466679,17700711.215315185,1006324426583.3914,334380873253135.5,5919748698.326908,59800.0
2025-06-09,22,56523.84449821431,38.96429106532268,0.09336770246441142,56502.119365269624,57213.91707775734,55949.23149775936,17703961.83640672,1007288036247.0242,334613678365083.44,5919752477.538718,59200.0
